CAS,Name,Formula,Mw,Elements,InChi,SMILES,alkane,methyl,alkene,alkyne,alcohols,amines,nitriles,aromatics,alkyl halides,esters,ketones,aldehydes,carboxylic acids,ether,acyl halides,amides,nitro
100-50-5,3-Cyclohexene-1-carboxaldehyde,C7H10O,110.0731649419617,"['C', 'H', 'O']","InChI=1/C7H10O/c8-6-7-4-2-1-3-5-7/h1-2,6-7H,3-5H2",O=CC1CCC=CC1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100-51-6,Benzyl alcohol,C7H8O,108.0575148774837,"['C', 'H', 'O']","InChI=1/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",OCc1ccccc1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10052-09-2,"Nicotinamide, N,N-dipropyl-,",C12H18N2O,206.1419132087377,"['C', 'H', 'N', 'O']","InChI=1/C12H18N2O/c1-3-8-14(9-4-2)12(15)11-6-5-7-13-10-11/h5-7,10H,3-4,8-9H2,1-2H3",CCCN(CCC)C(=O)c1cccnc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100-52-7,Benzaldehyde,C7H6O,106.0418648130057,"['C', 'H', 'O']",InChI=1/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,O=Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100-53-8,Benzenemethanethiol,C7H8S,124.034671432326,"['C', 'H', 'S']","InChI=1/C7H8S/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",SCc1ccccc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005-38-5,"Pyrimidine, 4-amino-6-chloro-2-(methylthio)-",C5H6ClN3S,174.997096063514,"['C', 'H', 'Cl', 'N', 'S']","InChI=1/C5H6ClN3S/c1-10-5-8-3(6)2-4(7)9-5/h2H,1H3,(H2,7,8,9)/f/h7H2",CSc1nc(N)cc(Cl)n1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-54-9,3-Pyridinecarbonitrile,C6H4N2,104.03744813782,"['C', 'H', 'N']","InChI=1/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",N#Cc1cccnc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-55-0,Nicotinyl Alcohol,C6H7NO,109.0527638496767,"['C', 'H', 'N', 'O']","InChI=1/C6H7NO/c8-5-6-2-1-3-7-4-6/h1-4,8H,5H2",OCc1cccnc1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10056-30-1,"Morpholine, 2,6-dimethyl-4-isopentyl-,",C11H23NO,185.17796436550069,"['C', 'H', 'N', 'O']","InChI=1/C11H23NO/c1-9(2)5-6-12-7-10(3)13-11(4)8-12/h9-11H,5-8H2,1-4H3",CC(C)CCN1CC(C)OC(C)C1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1005-64-7,(E)-1-Phenyl-1-butene,C10H12,132.093900386868,"['C', 'H']","InChI=1/C10H12/c1-2-3-7-10-8-5-4-6-9-10/h3-9H,2H2,1H3/b7-3+",CC/C=C/c1ccccc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005-93-2,"4-Ethyl-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane 1-oxide",C6H11O4P,178.0394958313428,"['C', 'H', 'O', 'P']","InChI=1/C6H11O4P/c1-2-6-3-8-11(7,9-4-6)10-5-6/h2-5H2,1H3",CCC12CO[P](=O)(OC1)OC2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-60-7,"Cyclohexanamine, N-methyl-",C7H15N,113.120449488017,"['C', 'H', 'N']","InChI=1/C7H15N/c1-8-7-5-3-2-4-6-7/h7-8H,2-6H2,1H3",CNC1CCCCC1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10061-01-5,"1-Propene, 1,3-dichloro-, (Z)-",C3H4Cl2,109.969005493696,"['C', 'H', 'Cl']","InChI=1/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-",ClC\C=C/Cl,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10061-02-6,"1-Propene, 1,3-dichloro-, (E)-",C3H4Cl2,109.969005493696,"['C', 'H', 'Cl']","InChI=1/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+",ClC/C=C/Cl,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-61-8,"Aniline, N-methyl-",C7H9N,107.073499294583,"['C', 'H', 'N']","InChI=1/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",CNc1ccccc1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006-20-8,"9H-purine-6(1h)-thione, 9-methyl-,",C6H6N4S,166.031317385576,"['C', 'H', 'N', 'S']","InChI=1/C6H6N4S/c1-10-3-9-4-5(10)7-2-8-6(4)11/h2-3H,1H3,(H,7,8,11)/f/h7H",Cn1cnc2C(=S)N=CNc12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-64-1,"Cyclohexanone, oxime",C6H11NO,113.0840639786327,"['C', 'H', 'N', 'O']","InChI=1/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2",ON=C1CCCCC1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-66-3,"Benzene, methoxy-",C7H8O,108.0575148774837,"['C', 'H', 'O']","InChI=1/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",COc1ccccc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1006-99-1,"Benzothiazole, 5-chloro-2-methyl-",C8H6ClNS,182.99094805465,"['C', 'H', 'Cl', 'N', 'S']","InChI=1/C8H6ClNS/c1-5-10-7-4-6(9)2-3-8(7)11-5/h2-4H,1H3",Cc1sc2ccc(Cl)cc2n1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-70-9,2-Pyridinecarbonitrile,C6H4N2,104.03744813782,"['C', 'H', 'N']",InChI=1/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H,N#Cc1ccccn1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-71-0,"Pyridine, 2-ethyl-",C7H9N,107.073499294583,"['C', 'H', 'N']","InChI=1/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3",CCc1ccccn1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007-26-7,"Benzene, (2,2-dimethylpropyl)-",C11H16,148.125200515824,"['C', 'H']","InChI=1/C11H16/c1-11(2,3)9-10-7-5-4-6-8-10/h4-8H,9H2,1-3H3",CC(C)(C)Cc1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-73-2,Acrolein dimer,C6H8O2,112.0524294970554,"['C', 'H', 'O']","InChI=1/C6H8O2/c7-5-6-3-1-2-4-8-6/h2,4-6H,1,3H2",O=CC1CCC=CO1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1007-32-5,1-Phenyl-2-butanone,C10H12O,148.0888150064397,"['C', 'H', 'O']","InChI=1/C10H12O/c1-2-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",CCC(=O)Cc1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100-74-3,"Morpholine, 4-ethyl-",C6H13NO,115.0997140431107,"['C', 'H', 'N', 'O']","InChI=1/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",CCN1CCOCC1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100-75-4,"Piperidine, 1-nitroso-",C5H10N2O,114.07931295082572,"['C', 'H', 'N', 'O']",InChI=1/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,O=NN1CCCCC1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007-54-1,"Ethanethiol, 2-benzylamino-,",C9H13NS,167.076870597953,"['C', 'H', 'N', 'S']","InChI=1/C9H13NS/c10-6-7-11-8-9-4-2-1-3-5-9/h1-5H,6-8,10H2",NCCSCc1ccccc1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-79-8,"1,3-Dioxolane-4-methanol, 2,2-dimethyl-",C6H12O3,132.0786442455831,"['C', 'H', 'O']","InChI=1/C6H12O3/c1-6(2)8-4-5(3-7)9-6/h5,7H,3-4H2,1-2H3",CC1(C)OCC(CO)O1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100-80-1,"Benzene, 1-ethenyl-3-methyl-",C9H10,118.07825032239,"['C', 'H']","InChI=1/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",Cc1cccc(C=C)c1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-82-3,M-fluorobenzylamine,C7H8FN,125.06407742508318,"['C', 'H', 'F', 'N']","InChI=1/C7H8FN/c8-7-3-1-2-6(4-7)5-9/h1-4H,5,9H2",NCc1cccc(F)c1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-83-4,"Benzaldehyde, 3-hydroxy-",C7H6O2,122.0367794325774,"['C', 'H', 'O']","InChI=1/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",Oc1cccc(C=O)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100-84-5,"Benzene, 1-methoxy-3-methyl-",C8H10O,122.0731649419617,"['C', 'H', 'O']","InChI=1/C8H10O/c1-7-4-3-5-8(6-7)9-2/h3-6H,1-2H3",COc1cccc(C)c1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100-86-7,"Benzeneethanol, &#945;,&#945;-dimethyl-",C10H14O,150.10446507091768,"['C', 'H', 'O']","InChI=1/C10H14O/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7,11H,8H2,1-2H3",CC(C)(O)Cc1ccccc1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008-88-4,"Pyridine, 3-phenyl-",C11H9N,155.073499294583,"['C', 'H', 'N']",InChI=1/C11H9N/c1-2-5-10(6-3-1)11-7-4-8-12-9-11/h1-9H,c1ccc(cc1)c2cccnc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-88-9,N-cyclohexylsulfamic acid,C6H13NO3S,179.06161445666808,"['C', 'H', 'N', 'O', 'S']","InChI=1/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)/f/h8H",O[S](=O)(=O)NC1CCCCC1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008-89-5,"Pyridine, 2-phenyl-",C11H9N,155.073499294583,"['C', 'H', 'N']",InChI=1/C11H9N/c1-2-6-10(7-3-1)11-8-4-5-9-12-11/h1-9H,c1ccc(cc1)c2ccccn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-11-6,1-(4-Hydroxyphenyl)-1-butanone,C10H12O2,164.0837296260114,"['C', 'H', 'O']","InChI=1/C10H12O2/c1-2-3-10(12)8-4-6-9(11)7-5-8/h4-7,11H,2-3H2,1H3",CCCC(=O)c1ccc(O)cc1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-14-9,"1-Pentanone, 1-phenyl-",C11H14O,162.10446507091768,"['C', 'H', 'O']","InChI=1/C11H14O/c1-2-3-9-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",CCCCC(=O)c1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100-92-5,"Benzeneethanamine, N,.alpha.,.alpha.-trimethyl-",C11H17N,163.136099552495,"['C', 'H', 'N']","InChI=1/C11H17N/c1-11(2,12-3)9-10-7-5-4-6-8-10/h4-8,12H,9H2,1-3H3",CNC(C)(C)Cc1ccccc1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-93-6,P-(p-tolylsulfonylamido-)diphenylamine,C19H18N2O2S,338.1088990027234,"['C', 'H', 'N', 'O', 'S']","InChI=1/C19H18N2O2S/c1-15-7-13-19(14-8-15)24(22,23)21-18-11-9-17(10-12-18)20-16-5-3-2-4-6-16/h2-14,20-21H,1H3",Cc1ccc(cc1)[S](=O)(=O)Nc2ccc(Nc3ccccc3)cc2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-61-6,"Ethanone, 1,1'-(1,4-phenylene)bis-",C10H10O2,162.0680795615334,"['C', 'H', 'O']","InChI=1/C10H10O2/c1-7(11)9-3-5-10(6-4-9)8(2)12/h3-6H,1-2H3",CC(=O)c1ccc(cc1)C(C)=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100965-46-6,"1,3-Dichloro-5,5-diphenyl hydantoin",C15H10Cl2N2O2,320.0119329351374,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C15H10Cl2N2O2/c16-18-13(20)15(19(17)14(18)21,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H",ClN1C(=O)N(Cl)C(C1=O)(c2ccccc2)c3ccccc3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100-97-0,Hexamethylenetetramine,C6H12N4,140.106196404596,"['C', 'H', 'N']",InChI=1/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2,C1N2CN3CN1CN(C2)C3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-74-1,"2,4,6-Triethyltriazine",C9H15N3,165.126597496881,"['C', 'H', 'N']","InChI=1/C9H15N3/c1-4-7-10-8(5-2)12-9(6-3)11-7/h4-6H2,1-3H3",CCc1nc(CC)nc(CC)n1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-84-3,"Pyridazine, 3-butylamino-6-chloro-,",C8H12ClN3,185.071975082534,"['C', 'H', 'Cl', 'N']","InChI=1/C8H12ClN3/c1-2-3-6-10-8-5-4-7(9)11-12-8/h4-5H,2-3,6H2,1H3,(H,10,12)/f/h10H",CCCCNc1ccc(Cl)nn1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009-93-4,Hexamethylcyclotrisilazane,C6H21N3Si3,219.1043272942782,"['C', 'H', 'N', 'Si']","InChI=1/C6H21N3Si3/c1-10(2)7-11(3,4)9-12(5,6)8-10/h7-9H,1-6H3",C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10099-70-4,"2-Butenedioic acid (Z)-, bis(1-methylethyl) ester",C10H16O4,200.1048589941108,"['C', 'H', 'O']","InChI=1/C10H16O4/c1-7(2)13-9(11)5-6-10(12)14-8(3)4/h5-8H,1-4H3/b6-5-",CC(C)OC(=O)\C=C/C(=O)OC(C)C,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10099-71-5,Diamyl maleate,C14H24O4,256.1674592520228,"['C', 'H', 'O']","InChI=1/C14H24O4/c1-3-5-7-11-17-13(15)9-10-14(16)18-12-8-6-4-2/h9-10H,3-8,11-12H2,1-2H3/b10-9-",CCCCCOC(=O)\C=C/C(=O)OCCCCC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101-02-0,"Phosphorous acid, triphenyl ester",C18H15O3P,310.0758813407271,"['C', 'H', 'O', 'P']",InChI=1/C18H15O3P/c1-4-10-16(11-5-1)19-22(20-17-12-6-2-7-13-17)21-18-14-8-3-9-15-18/h1-15H,O(P(Oc1ccccc1)Oc2ccccc2)c3ccccc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10102-43-9,Nitric oxide,NO,29.9979886240037,"['N', 'O']",InChI=1/HNO/c1-2/h1H,N=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-05-3,"4,6-Dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",C9H5Cl3N4,273.957979226033,"['C', 'H', 'Cl', 'N']","InChI=1/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)/f/h13H",Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10108-56-2,"Cyclohexanamine, N-butyl-",C10H21N,155.167399681451,"['C', 'H', 'N']","InChI=1/C10H21N/c1-2-3-9-11-10-7-5-4-6-8-10/h10-11H,2-9H2,1H3",CCCCNC1CCCCC1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-08-6,"1,2-Propanediol, 3-(1-piperidinyl)-, bis(phenylcarbamate)",C22H27N3O4,397.2001563620358,"['C', 'H', 'N', 'O']","InChI=1/C22H27N3O4.ClH/c26-21(23-18-10-4-1-5-11-18)28-17-20(16-25-14-8-3-9-15-25)29-22(27)24-19-12-6-2-7-13-19;/h1-2,4-7,10-13,20H,3,8-9,14-17H2,(H,23,26)(H,24,27);1H/fC22H27N3O4.Cl.H/h23-24H;1h;/q;-1;+1",[H+].[Cl-].O=C(Nc1ccccc1)OCC(CN2CCCCC2)OC(=O)Nc3ccccc3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1010-99-7,"1,2-Benzenediol, 3-(1,1-dimethylethyl)-5-methyl-",C11H16O2,180.1150297549674,"['C', 'H', 'O']","InChI=1/C11H16O2/c1-7-5-8(11(2,3)4)10(13)9(12)6-7/h5-6,12-13H,1-4H3",Cc1cc(O)c(O)c(c1)C(C)(C)C,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-14-4,"Aniline), methylene bis-4,4'-(2-chloro-",C13H12Cl2N2,266.037753760472,"['C', 'H', 'Cl', 'N']","InChI=1/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011-50-3,Alpha-quinolyl-ethanol,C11H11NO,173.08406397863268,"['C', 'H', 'N', 'O']","InChI=1/C11H11NO/c13-8-7-10-6-5-9-3-1-2-4-11(9)12-10/h1-6,13H,7-8H2",OCCc1ccc2ccccc2n1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-17-7,3-Chlorodiphenylamine,C12H10ClN,203.050177009192,"['C', 'H', 'Cl', 'N']","InChI=1/C12H10ClN/c13-10-5-4-8-12(9-10)14-11-6-2-1-3-7-11/h1-9,14H",Clc1cccc(Nc2ccccc2)c1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-18-8,3-Hydroxydiphenylamine,C12H11NO,185.08406397863268,"['C', 'H', 'N', 'O']","InChI=1/C12H11NO/c14-12-8-4-7-11(9-12)13-10-5-2-1-3-6-10/h1-9,13-14H",Oc1cccc(Nc2ccccc2)c1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-20-2,"3,4,4'-Trichloro carbanilide",C13H9Cl3N2O,313.9780459656967,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)/f/h17-18H",Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-21-3,Chlorpropham,C10H12ClNO2,213.0556563128134,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)/f/h12H",CC(C)OC(=O)Nc1cccc(Cl)c1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1012-72-2,"Benzene, 1,4-bis(1,1-dimethylethyl)-",C14H22,190.172150709258,"['C', 'H']","InChI=1/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3",CC(C)(C)c1ccc(cc1)C(C)(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101-31-5,Hyoscyamine,C17H23NO3,289.1677936046441,"['C', 'H', 'N', 'O']","InChI=1/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m1/s1",CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10133-30-9,Benzo[b]thiophene-5-carboxaldehyde,C9H6OS,162.0139359874197,"['C', 'H', 'O', 'S']",InChI=1/C9H6OS/c10-6-7-1-2-9-8(5-7)3-4-11-9/h1-6H,O=Cc1ccc2sccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101-34-8,Glyceryl tri(acetylricinoleate),C63H110O12,1058.7997289811503,"['C', 'H', 'O']","InChI=1/C63H110O12/c1-7-10-13-34-43-57(72-54(4)64)46-37-28-22-16-19-25-31-40-49-61(67)70-52-60(75-63(69)51-42-33-27-21-18-24-30-39-48-59(74-56(6)66)45-36-15-12-9-3)53-71-62(68)50-41-32-26-20-17-23-29-38-47-58(73-55(5)65)44-35-14-11-8-2/h28-30,37-39,57-60H,7-27,31-36,40-53H2,1-6H3/b37-28+,38-29+,39-30+",CCCCCCC(C/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C\CC(CCCCCC)OC(C)=O)OC(=O)CCCCCCC\C=C\CC(CCCCCC)OC(C)=O)OC(C)=O,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101-37-1,"2,4,6-Triallyloxy-1,3,5-triazine",C12H15N3O3,249.1113413555961,"['C', 'H', 'N', 'O']","InChI=1/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2",C=CCOc1nc(OCC=C)nc(OCC=C)n1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1013-75-8,"Carbamic acid, ethylphenyl-, ethyl ester",C11H15NO2,193.1102787271604,"['C', 'H', 'N', 'O']","InChI=1/C11H15NO2/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",CCOC(=O)N(CC)c1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10137-65-2,Ethyl 6-cyanohexanoate,C9H15NO2,169.11027872716042,"['C', 'H', 'N', 'O']","InChI=1/C9H15NO2/c1-2-12-9(11)7-5-3-4-6-8-10/h2-7H2,1H3",CCOC(=O)CCCCCC#N,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
